occ_code,state,median_annual,employment
29-1041,Colorado,136900,960
29-1041,Connecticut,147260,380
29-1041,Delaware,141020,170
29-1041,District of Columbia,149990,70
29-1041,Florida,125480,2520
29-1041,Georgia,119900,1150
29-1041,Hawaii,134540,240
29-1041,Idaho,82790,280
29-1041,Illinois,131060,1650
29-1041,Indiana,119950,920
29-1041,Iowa,122320,490
29-1041,Kansas,124810,430
29-1041,Kentucky,130210,450
29-1041,Louisiana,124920,230
29-1041,Maine,134220,160
29-1041,Maryland,163510,750
29-1041,Massachusetts,144920,970
29-1041,Michigan,128680,1230
29-1041,Minnesota,137210,750
29-1041,Mississippi,105530,280
29-1041,Missouri,98800,800
29-1041,Montana,108950,140
29-1041,Nebraska,123970,300
29-1041,Nevada,118040,300
29-1041,New Hampshire,129720,190
29-1041,New Jersey,146700,1290
29-1041,New Mexico,155060,130
29-1041,New York,157480,2010
29-1041,North Carolina,154560,1310
29-1041,North Dakota,127200,250
29-1041,Ohio,126650,1860
29-1041,Oklahoma,97670,510
29-1041,Oregon,132200,520
29-1041,Pennsylvania,137560,1440
29-1041,Rhode Island,135160,150
29-1041,South Carolina,124190,480
29-1041,South Dakota,109480,190
29-1041,Tennessee,107510,680
29-1041,Texas,130580,2880
29-1041,Utah,121250,430
29-1041,Vermont,137890,90
29-1041,Washington,143160,1010
29-1041,West Virginia,139080,160
29-1041,Wisconsin,136630,920
29-1041,Wyoming,104390,70
29-1051,Alabama,131880,5420
29-1051,Alaska,152730,520
29-1051,Arizona,136960,7530
29-1051,Arkansas,131510,2770
29-1051,California,160950,35980
29-1051,Colorado,144240,5100
29-1051,Connecticut,136250,3100
29-1051,Delaware,136240,880
29-1051,District of Columbia,140320,720
29-1051,Florida,134500,21360
29-1051,Georgia,131440,10690
29-1051,Hawaii,137470,1220
29-1051,Idaho,133580,1580
29-1051,Illinois,135120,12090
29-1051,Indiana,134930,6530
29-1051,Iowa,130890,3120
29-1051,Kansas,132920,3670
29-1051,Kentucky,131890,5480
29-1051,Louisiana,128100,4600
29-1051,Maine,135430,1370
29-1051,Maryland,133400,5880
29-1051,Massachusetts,135200,7530
29-1051,Michigan,134660,10500
29-1051,Minnesota,150170,6250
29-1051,Mississippi,130390,3050
29-1051,Missouri,134450,7720
29-1051,Montana,133480,1210
29-1051,Nebraska,132020,2050
29-1051,Nevada,134170,2520
29-1051,New Hampshire,141020,1300
29-1051,New Jersey,131190,10540
29-1051,New Mexico,134890,1950
29-1051,New York,134360,20310
29-1051,North Carolina,135370,10800
29-1051,North Dakota,134670,920
29-1051,Ohio,132710,14620
29-1051,Oklahoma,131040,3780
29-1051,Oregon,154550,3710
29-1051,Pennsylvania,135640,15230
29-1051,Rhode Island,126380,1170
29-1051,South Carolina,134540,5420
29-1051,South Dakota,135500,1180
29-1051,Tennessee,130510,7420
29-1051,Texas,134880,24740
29-1051,Utah,137710,2820
29-1051,Vermont,138720,530
29-1051,Virginia,137550,7050
29-1051,Washington,153500,9450
29-1051,West Virginia,130150,2530
29-1051,Wisconsin,139630,5250
29-1051,Wyoming,133380,540
29-1071,Alabama,97360,1070
29-1071,Alaska,141020,510
29-1071,Arizona,130270,3500
29-1071,Arkansas,99220,930
29-1071,California,157490,12880
29-1071,Colorado,128800,2990
29-1071,Connecticut,140880,2950
29-1071,Delaware,135520,610
29-1071,District of Columbia,124350,450
29-1071,Florida,125600,9060
29-1071,Georgia,113200,3760
29-1071,Hawaii,141350,340
29-1071,Idaho,122690,1170
29-1071,Illinois,118400,3890
29-1071,Indiana,125250,1980
29-1071,Iowa,128960,1290
29-1071,Kansas,116970,800
29-1071,Kentucky,103490,1160
29-1071,Louisiana,123290,1090
29-1071,Maine,131540,700
29-1071,Maryland,127810,3280
29-1071,Massachusetts,135720,4130
29-1071,Michigan,126890,5310
29-1071,Minnesota,131290,3570
29-1071,Missouri,134670,1540
29-1071,Montana,131340,660
29-1071,Nebraska,125090,1200
29-1071,Nevada,158720,1450
29-1071,New Hampshire,132980,940
29-1071,New Jersey,137100,3150
29-1071,New Mexico,131930,530
29-1071,New York,137490,16690
29-1071,North Carolina,126480,8180
29-1071,North Dakota,132660,250
29-1071,Ohio,122180,4190
29-1071,Oklahoma,126080,1680
29-1071,Oregon,134740,1420
29-1071,Pennsylvania,119170,8730
29-1071,Rhode Island,126920,390
29-1071,South Carolina,114710,2100
29-1071,South Dakota,121070,580
29-1071,Tennessee,111540,2240
29-1071,Texas,131080,8630
29-1071,Utah,128060,1550
29-1071,Vermont,135710,370
29-1071,Virginia,121980,3760
29-1071,Washington,156930,3240
29-1071,West Virginia,120820,750
29-1071,Wisconsin,128580,3340
29-1071,Wyoming,136940,310
29-1122,Alabama,95340,1300
29-1122,Alaska,103180,350
29-1122,Arizona,95020,2620
29-1122,Arkansas,95230,1600
29-1122,California,112390,12470
29-1122,Colorado,101940,3540
29-1122,Connecticut,98190,2960
29-1122,Delaware,96160,450
29-1122,District of Columbia,97220,340
29-1122,Florida,96010,8100
29-1122,Georgia,101290,3590
29-1122,Hawaii,100320,290
29-1122,Idaho,87170,610
29-1122,Illinois,97040,7270
29-1122,Indiana,86440,4080
29-1122,Iowa,83260,1250
29-1122,Kansas,94340,1580
29-1122,Kentucky,82760,1960
29-1122,Louisiana,95230,1520
29-1122,Maine,79700,1060
29-1122,Maryland,100430,2590
29-1122,Massachusetts,95830,5280
29-1122,Michigan,82970,4690
29-1122,Minnesota,84850,3070
29-1122,Mississippi,94990,1190
29-1122,Missouri,87060,2960
29-1122,Montana,84970,460
29-1122,Nebraska,84850,1150
29-1122,Nevada,101510,1220
29-1122,New Hampshire,87530,890
29-1122,New Jersey,104570,4950
29-1122,New Mexico,96870,910
29-1122,New York,101840,10460
29-1122,North Carolina,91100,4250
29-1122,North Dakota,78280,470
29-1122,Ohio,90520,6060
29-1122,Oklahoma,99530,1110
29-1122,Oregon,102400,1180
29-1122,Pennsylvania,92660,7110
29-1122,Rhode Island,97560,570
29-1122,South Carolina,91620,1930
29-1122,South Dakota,79980,460
29-1122,Tennessee,94750,2280
29-1122,Texas,98970,10570
29-1122,Utah,85750,940
29-1122,Vermont,83730,320
29-1122,Virginia,98510,3440
29-1122,Washington,100250,3270
29-1122,West Virginia,86450,650
29-1122,Wisconsin,82720,3160
29-1122,Wyoming,83740,320
29-1123,Alabama,96700,2670
29-1123,Alaska,104610,570
29-1123,Arizona,98510,4490
29-1123,Arkansas,93880,2570
29-1123,California,115550,24200
29-1123,Colorado,97610,5360
29-1123,Connecticut,103280,3790
29-1123,Delaware,102470,1060
29-1123,District of Columbia,100850,630
29-1123,Florida,96970,16150
29-1123,Georgia,99890,5600
29-1123,Hawaii,101780,870
29-1123,Idaho,93100,1260
29-1123,Illinois,102820,10610
29-1123,Indiana,98620,4840
29-1123,Iowa,92200,2710
29-1123,Kansas,95790,2850
29-1123,Kentucky,88640,3530
29-1123,Louisiana,98920,2720
29-1123,Maine,90590,1450
29-1123,Maryland,102020,4070
29-1123,Massachusetts,100470,7070
29-1123,Michigan,99220,6700
29-1123,Minnesota,96560,4140
29-1123,Mississippi,96430,1840
29-1123,Missouri,92140,4650
29-1123,Montana,85020,1210
29-1123,Nebraska,92680,1650
29-1123,Nevada,104000,1880
29-1123,New Hampshire,96760,1300
29-1123,New Jersey,104010,7310
29-1123,New Mexico,100450,1370
29-1123,New York,97780,15560
29-1123,North Carolina,94830,7080
29-1123,North Dakota,88250,840
29-1123,Ohio,98440,9220
29-1123,Oklahoma,98090,2240
29-1123,Oregon,101000,3090
29-1123,Pennsylvania,100240,11780
29-1123,Rhode Island,95490,1240
29-1123,South Carolina,97280,3700
29-1123,South Dakota,89290,900
29-1123,Tennessee,98690,4220
29-1123,Texas,104060,17170
29-1123,Utah,95000,2310
29-1123,Vermont,90860,640
29-1123,Virginia,96780,7630
29-1123,Washington,100950,5490
29-1123,West Virginia,96210,1210
29-1123,Wisconsin,97670,4950
29-1123,Wyoming,88290,440
29-1126,Alabama,61340,2210
29-1126,Alaska,94030,130
29-1126,Arizona,74520,3100
29-1126,Arkansas,64990,1670
29-1126,California,101200,15480
29-1126,Colorado,80770,1830
29-1126,Connecticut,81590,1240
29-1126,Delaware,83820,420
29-1126,District of Columbia,106480,360
29-1126,Florida,76390,8950
29-1126,Georgia,78490,4420
29-1126,Hawaii,90860,330
29-1126,Idaho,69400,550
29-1126,Illinois,78980,5130
29-1126,Indiana,69720,3310
29-1126,Iowa,64850,1010
29-1126,Kansas,69420,1320
29-1126,Kentucky,63420,2720
29-1126,Louisiana,65890,1910
29-1126,Maine,75560,470
29-1126,Maryland,83500,1710
29-1126,Massachusetts,86700,2500
29-1126,Michigan,71450,4540
29-1126,Minnesota,82280,1200
29-1126,Mississippi,60800,1610
29-1126,Missouri,67780,2910
29-1126,Montana,77910,390
29-1126,Nebraska,69560,880
29-1126,Nevada,79560,1350
29-1126,New Hampshire,82860,430
29-1126,New Jersey,94220,3300
29-1126,New Mexico,64580,640
29-1126,New York,98640,6540
29-1126,North Carolina,69070,4070
29-1126,North Dakota,66070,280
29-1126,Ohio,77180,5920
29-1126,Oklahoma,68050,1740
29-1126,Oregon,88080,1250
29-1126,Pennsylvania,76760,5460
29-1126,Rhode Island,79880,250
29-1126,South Carolina,72500,1910
29-1126,South Dakota,64000,340
29-1126,Tennessee,63250,3260
29-1126,Texas,76450,11580
29-1126,Utah,71200,1030
29-1126,Vermont,78100,190
29-1126,Virginia,76230,2620
29-1126,Washington,89230,2040
29-1126,West Virginia,62860,1090
29-1126,Wisconsin,79560,1970
29-1126,Wyoming,68430,200
29-1127,Alabama,71000,2260
29-1127,Alaska,99470,310
29-1127,Arizona,94240,3340
29-1127,Arkansas,80430,2230
29-1127,California,109470,17270
29-1127,Colorado,105040,4070
29-1127,Connecticut,101100,2190
29-1127,Delaware,93210,
29-1127,District of Columbia,112620,420
29-1127,Florida,95850,7850
29-1127,Georgia,85120,3320
29-1127,Hawaii,103890,130
29-1127,Idaho,74990,840
29-1127,Illinois,84580,8260
29-1127,Indiana,81510,3760
29-1127,Iowa,78460,1470
29-1127,Kansas,77510,1730
29-1127,Kentucky,78780,2580
29-1127,Louisiana,64190,2790
29-1127,Maine,80210,780
29-1127,Maryland,96480,2720
29-1127,Massachusetts,97320,4440
29-1127,Michigan,82250,4420
29-1127,Minnesota,83780,3300
29-1127,Mississippi,73950,1560
29-1127,Missouri,80270,3100
29-1127,Montana,78890,420
29-1127,Nebraska,78370,1190
29-1127,Nevada,102600,1340
29-1127,New Hampshire,83630,800
29-1127,New Jersey,97220,5940
29-1127,New Mexico,102890,1060
29-1127,New York,94350,16610
29-1127,North Carolina,80680,4810
29-1127,North Dakota,67410,610
29-1127,Ohio,86560,6610
29-1127,Oklahoma,80800,1940
29-1127,Oregon,101230,1620
29-1127,Pennsylvania,87650,6250
29-1127,Rhode Island,95040,610
29-1127,South Carolina,86130,2250
29-1127,South Dakota,65720,400
29-1127,Tennessee,77120,2820
29-1127,Texas,86460,18790
29-1127,Utah,85820,1250
29-1127,Vermont,74280,480
29-1127,Virginia,94130,3110
29-1127,Washington,100580,3410
29-1127,West Virginia,65210,870
29-1127,Wisconsin,80340,2930
29-1127,Wyoming,80920,270
29-1131,Alabama,100940,1030
29-1131,Arizona,137610,1490
29-1131,Arkansas,97520,540
29-1131,California,132360,7690
29-1131,Colorado,104150,2220
29-1131,Connecticut,127740,840
29-1131,Delaware,116680,190
29-1131,District of Columbia,130820,150
29-1131,Florida,129880,5030
29-1131,Georgia,102950,2540
29-1131,Hawaii,115630,270
29-1131,Idaho,127230,500
29-1131,Illinois,102750,2540
29-1131,Indiana,106760,1840
29-1131,Iowa,99250,1010
29-1131,Kansas,97130,990
29-1131,Kentucky,96980,1250
29-1131,Louisiana,104090,750
29-1131,Maine,128240,470
29-1131,Massachusetts,130520,1740
29-1131,Michigan,103670,2220
29-1131,Minnesota,105850,1830
29-1131,Mississippi,98470,510
29-1131,Missouri,99380,1930
29-1131,Montana,85130,490
29-1131,Nebraska,82970,720
29-1131,Nevada,103530,770
29-1131,New Hampshire,128000,530
29-1131,New Jersey,132970,1930
29-1131,New Mexico,112970,430
29-1131,New York,130490,3420
29-1131,North Carolina,124290,2740
29-1131,North Dakota,103360,270
29-1131,Ohio,104560,2680
29-1131,Oklahoma,96300,1190
29-1131,Oregon,106140,1630
29-1131,Pennsylvania,114110,3100
29-1131,Rhode Island,132280,270
29-1131,South Carolina,128550,1440
29-1131,South Dakota,100950,290
29-1131,Tennessee,118250,1540
29-1131,Texas,125030,5660
29-1131,Utah,111890,610
29-1131,Virginia,115630,2660
29-1131,Washington,130890,2040
29-1131,West Virginia,122550,350
29-1131,Wisconsin,103620,1810
29-1131,Wyoming,97270,190
29-1141,Alabama,65900,50450
29-1141,Alaska,106410,6590
29-1141,Arizona,88310,63150
29-1141,Arkansas,72920,29690
29-1141,California,133990,332560
29-1141,Colorado,86900,53480
29-1141,Connecticut,100620,36430
29-1141,Delaware,93200,11810
29-1141,District of Columbia,105220,10810
29-1141,Florida,80960,207910
29-1141,Georgia,83620,93730
29-1141,Hawaii,129210,11920
29-1141,Idaho,80130,14060
29-1141,Illinois,82470,139910
29-1141,Indiana,78530,68850
29-1141,Iowa,71570,33300
29-1141,Kansas,75780,31120
29-1141,Kentucky,77830,48710
29-1141,Louisiana,76650,36840
29-1141,Maine,81610,14770
29-1141,Maryland,89340,49770
29-1141,Massachusetts,99730,87320
29-1141,Michigan,81710,102240
29-1141,Minnesota,97300,66700
29-1141,Mississippi,69370,28910
29-1141,Missouri,77190,73190
29-1141,Montana,79170,9740
29-1141,Nebraska,78100,22870
29-1141,Nevada,96210,25890
29-1141,New Hampshire,86620,14380
29-1141,New Jersey,100160,82950
29-1141,New Mexico,83970,18030
29-1141,New York,104570,188060
29-1141,North Carolina,79580,104380
29-1141,North Dakota,74930,10350
29-1141,Ohio,79940,133300
29-1141,Oklahoma,78760,32610
29-1141,Oregon,110940,38770
29-1141,Pennsylvania,82780,144100
29-1141,Rhode Island,94840,11350
29-1141,South Carolina,78380,48790
29-1141,South Dakota,67030,14600
29-1141,Tennessee,76200,63460
29-1141,Texas,85110,251840
29-1141,Utah,79790,24730
29-1141,Vermont,81900,7260
29-1141,Virginia,84100,70650
29-1141,Washington,107720,65030
29-1141,West Virginia,78730,20860
29-1141,Wisconsin,83300,61870
29-1141,Wyoming,79970,5350
29-1151,Alabama,179790,1290
29-1151,California,239200,2600
29-1151,Colorado,199100,530
29-1151,Connecticut,229630,490
29-1151,Delaware,227960,80
29-1151,Florida,176230,3740
29-1151,Georgia,205860,1230
29-1151,Idaho,188560,210
29-1151,Illinois,239200,1330
29-1151,Indiana,215590,500
29-1151,Iowa,220650,460
29-1151,Kansas,186960,360
29-1151,Kentucky,212600,460
29-1151,Louisiana,211800,640
29-1151,Maine,220030,390
29-1151,Maryland,203640,560
29-1151,Massachusetts,235000,670
29-1151,Michigan,226820,2130
29-1151,Minnesota,221800,2320
29-1151,Mississippi,213790,260
29-1151,Missouri,215670,850
29-1151,Montana,239200,80
29-1151,Nebraska,211910,330
29-1151,New Hampshire,216840,280
29-1151,New Jersey,231080,1030
29-1151,New Mexico,220080,270
29-1151,New York,239200,1130
29-1151,North Carolina,221520,2680
29-1151,North Dakota,226780,120
29-1151,Ohio,196490,3150
29-1151,Oklahoma,216220,
29-1151,Oregon,224520,390
29-1151,Pennsylvania,204340,2900
29-1151,South Carolina,209870,290
29-1151,South Dakota,210390,360
29-1151,Tennessee,197320,2950
29-1151,Texas,196540,5390
29-1151,Utah,121660,
29-1151,Vermont,239200,50
29-1151,Virginia,202850,1170
29-1151,Washington,238050,660
29-1151,West Virginia,219880,470
29-1151,Wisconsin,237320,950
29-1151,Wyoming,239200,40
29-1171,Alabama,103830,4220
29-1171,Alaska,133930,660
29-1171,Arizona,130960,6770
29-1171,Arkansas,109330,3300
29-1171,California,164050,21740
29-1171,Colorado,124280,3680
29-1171,Connecticut,135390,3400
29-1171,Delaware,130260,1140
29-1171,District of Columbia,133280,600
29-1171,Florida,120370,22270
29-1171,Georgia,119490,
29-1171,Hawaii,129160,510
29-1171,Idaho,122660,1130
29-1171,Illinois,126950,9220
29-1171,Indiana,124470,6740
29-1171,Iowa,126620,2640
29-1171,Kansas,119930,2920
29-1171,Kentucky,109530,4830
29-1171,Louisiana,118830,3910
29-1171,Maine,123140,1390
29-1171,Maryland,127990,5180
29-1171,Massachusetts,138570,8060
29-1171,Michigan,122040,7950
29-1171,Minnesota,131000,5360
29-1171,Mississippi,110540,4020
29-1171,Missouri,117910,7410
29-1171,Montana,127570,860
29-1171,Nebraska,122410,1700
29-1171,Nevada,138780,2040
29-1171,New Hampshire,128490,1870
29-1171,New Jersey,142950,6400
29-1171,New Mexico,133090,1480
29-1171,New York,137630,16670
29-1171,North Carolina,121450,7640
29-1171,North Dakota,124040,710
29-1171,Ohio,123690,11950
29-1171,Oklahoma,124070,2870
29-1171,Oregon,137440,2410
29-1171,Pennsylvania,126140,9160
29-1171,Rhode Island,128720,
29-1171,South Carolina,112510,5470
29-1171,South Dakota,119410,920
29-1171,Tennessee,105420,14040
29-1171,Texas,126580,20170
29-1171,Utah,123200,2650
29-1171,Vermont,123920,720
29-1171,Virginia,123950,7360
29-1171,Washington,141040,4560
29-1171,West Virginia,108830,1860
29-1171,Wisconsin,126910,5210
29-1171,Wyoming,122950,470
29-1215,Alabama,217170,490
29-1215,Alaska,239200,440
29-1215,Arizona,239200,3950
29-1215,Arkansas,59980,1180
29-1215,California,228970,15480
29-1215,Colorado,234220,3470
29-1215,Connecticut,203060,1580
29-1215,Delaware,226840,530
29-1215,Florida,229990,9710
29-1215,Georgia,235000,2560
29-1215,Hawaii,239200,240
29-1215,Idaho,218190,730
29-1215,Illinois,128350,2440
29-1215,Indiana,225900,830
29-1215,Iowa,239200,1300
29-1215,Kansas,228040,150
29-1215,Kentucky,239200,1920
29-1215,Louisiana,239200,330
29-1215,Maine,224340,380
29-1215,Maryland,239200,1450
29-1215,Massachusetts,224470,3530
29-1215,Michigan,162940,3420
29-1215,Minnesota,232760,2840
29-1215,Mississippi,239200,920
29-1215,Missouri,217890,3520
29-1215,Montana,239200,640
29-1215,Nebraska,239200,1100
29-1215,New Hampshire,239200,420
29-1215,New Jersey,214410,4150
29-1215,New Mexico,226990,630
29-1215,New York,239200,4240
29-1215,North Carolina,229620,2280
29-1215,Ohio,74410,5080
29-1215,Oklahoma,228600,2610
29-1215,Oregon,220620,1340
29-1215,Pennsylvania,239200,8110
29-1215,Rhode Island,199990,
29-1215,South Carolina,225260,840
29-1215,South Dakota,216160,520
29-1215,Tennessee,222090,2080
29-1215,Texas,180440,5920
29-1215,Utah,233170,750
29-1215,Vermont,223520,300
29-1215,Virginia,228570,3570
29-1215,Washington,239200,1180
29-1215,West Virginia,158500,160
29-1215,Wisconsin,239200,1700
29-1215,Wyoming,239200,140
29-1292,Alabama,57400,3070
29-1292,Alaska,122340,610
29-1292,Arizona,93840,4880
29-1292,Arkansas,78500,1830
29-1292,California,120640,24880
29-1292,Colorado,103610,4700
29-1292,Connecticut,94500,3170
29-1292,Delaware,96880,710
29-1292,District of Columbia,119710,230
29-1292,Florida,80530,13050
29-1292,Georgia,80250,7380
29-1292,Hawaii,94800,1130
29-1292,Idaho,82740,1420
29-1292,Illinois,81920,7730
29-1292,Indiana,82340,4770
29-1292,Iowa,81060,2260
29-1292,Kansas,78670,2080
29-1292,Kentucky,75180,2230
29-1292,Louisiana,82330,2200
29-1292,Maine,79570,840
29-1292,Maryland,102010,3590
29-1292,Massachusetts,100750,5010
29-1292,Michigan,77800,8370
29-1292,Minnesota,93140,4990
29-1292,Mississippi,63230,1550
29-1292,Missouri,80020,3520
29-1292,Montana,90210,930
29-1292,Nebraska,82020,1570
29-1292,Nevada,97620,2160
29-1292,New Hampshire,93220,1480
29-1292,New Jersey,99330,6060
29-1292,New Mexico,95120,1110
29-1292,New York,93600,12100
29-1292,North Carolina,81230,6470
29-1292,North Dakota,81740,710
29-1292,Ohio,79680,8470
29-1292,Oklahoma,97280,2280
29-1292,Oregon,105700,2930
29-1292,Pennsylvania,77560,7750
29-1292,Rhode Island,83960,770
29-1292,South Carolina,78170,3100
29-1292,South Dakota,80770,610
29-1292,Tennessee,75500,4680
29-1292,Texas,89160,11510
29-1292,Utah,79390,3030
29-1292,Vermont,94880,560
29-1292,Virginia,91060,4080
29-1292,Washington,127180,6620
29-1292,West Virginia,66970,1170
29-1292,Wisconsin,79320,4880
29-1292,Wyoming,79040,440
29-2032,Alabama,63860,1050
29-2032,Alaska,93840,270
29-2032,Arizona,95340,1590
29-2032,Arkansas,75620,530
29-2032,California,119120,8600
29-2032,Colorado,101840,1560
29-2032,Connecticut,98590,990
29-2032,Delaware,84450,230
29-2032,District of Columbia,92890,300
29-2032,Florida,78210,5660
29-2032,Georgia,79520,2450
29-2032,Hawaii,113010,280
29-2032,Idaho,90630,420
29-2032,Illinois,90400,3360
29-2032,Indiana,81190,1370
29-2032,Iowa,80760,700
29-2032,Kansas,85700,730
29-2032,Kentucky,75730,980
29-2032,Louisiana,69090,890
29-2032,Maine,83380,330
29-2032,Maryland,89050,1150
29-2032,Massachusetts,98610,2200
29-2032,Michigan,77900,3200
29-2032,Minnesota,99960,1480
29-2032,Mississippi,69430,650
29-2032,Missouri,83490,1250
29-2032,Montana,85230,220
29-2032,Nebraska,77620,660
29-2032,Nevada,85330,490
29-2032,New Hampshire,87700,290
29-2032,New Jersey,92980,2580
29-2032,New Mexico,81010,300
29-2032,New York,96840,5960
29-2032,North Carolina,81500,3370
29-2032,North Dakota,83290,160
29-2032,Ohio,79300,3230
29-2032,Oklahoma,78570,890
29-2032,Oregon,105680,1050
29-2032,Pennsylvania,78520,3300
29-2032,Rhode Island,100580,350
29-2032,South Carolina,78730,1240
29-2032,South Dakota,67430,340
29-2032,Tennessee,76230,2080
29-2032,Texas,81660,7360
29-2032,Utah,93600,510
29-2032,Vermont,95900,110
29-2032,Virginia,83200,2020
29-2032,Washington,101530,2020
29-2032,West Virginia,66060,530
29-2032,Wisconsin,99760,1430
29-2032,Wyoming,90310,110
29-2034,Alabama,53380,3560
29-2034,Alaska,82560,320
29-2034,Arizona,79770,4950
29-2034,Arkansas,58700,2180
29-2034,California,102230,19670
29-2034,Colorado,80510,3700
29-2034,Connecticut,81330,2330
29-2034,Delaware,80100,690
29-2034,District of Columbia,87110,770
29-2034,Florida,64610,15250
29-2034,Georgia,64550,6780
29-2034,Hawaii,97580,690
29-2034,Idaho,71140,1450
29-2034,Illinois,71280,7660
29-2034,Indiana,71840,5430
29-2034,Iowa,61190,2790
29-2034,Kansas,64210,2050
29-2034,Kentucky,62490,3570
29-2034,Louisiana,60480,3160
29-2034,Maine,68610,1130
29-2034,Maryland,77630,3130
29-2034,Massachusetts,89960,5140
29-2034,Michigan,65920,6760
29-2034,Minnesota,78180,4120
29-2034,Mississippi,52490,2690
29-2034,Missouri,64450,4450
29-2034,Montana,68460,820
29-2034,Nebraska,64030,1480
29-2034,Nevada,78530,1580
29-2034,New Hampshire,78830,1000
29-2034,New Jersey,81670,6200
29-2034,New Mexico,68680,1200
29-2034,New York,83250,14330
29-2034,North Carolina,65210,7370
29-2034,North Dakota,65810,730
29-2034,Ohio,67560,9830
29-2034,Oklahoma,64720,3300
29-2034,Oregon,94380,2220
29-2034,Pennsylvania,66270,9990
29-2034,Rhode Island,82470,820
29-2034,South Carolina,62380,3670
29-2034,South Dakota,64760,930
29-2034,Tennessee,61600,4340
29-2034,Texas,74450,19740
29-2034,Utah,73160,1610
29-2034,Vermont,79520,460
29-2034,Virginia,75840,5000
29-2034,Washington,85840,3660
29-2034,West Virginia,62490,1610
29-2034,Wisconsin,73000,4410
29-2034,Wyoming,69520,460
29-2042,Alabama,34550,2660
29-2042,Alaska,51850,390
29-2042,Arizona,34260,3000
29-2042,Arkansas,33890,1100
29-2042,California,45110,18800
29-2042,Colorado,41700,3500
29-2042,Connecticut,46770,2530
29-2042,Delaware,41600,910
29-2042,District of Columbia,47440,320
29-2042,Florida,37120,5960
29-2042,Georgia,37270,5250
29-2042,Hawaii,59300,560
29-2042,Idaho,35460,730
29-2042,Illinois,39260,7610
29-2042,Indiana,37680,3630
29-2042,Iowa,37620,1290
29-2042,Kansas,30890,1850
29-2042,Kentucky,35670,2750
29-2042,Louisiana,34100,1970
29-2042,Maine,40420,1100
29-2042,Maryland,46320,2530
29-2042,Massachusetts,45920,4360
29-2042,Michigan,36070,4480
29-2042,Minnesota,45750,3020
29-2042,Mississippi,30560,1230
29-2042,Missouri,35680,3670
29-2042,Montana,35220,810
29-2042,Nebraska,37370,390
29-2042,Nevada,37730,1170
29-2042,New Hampshire,40750,1010
29-2042,New Jersey,46380,5790
29-2042,New Mexico,37280,1270
29-2042,New York,44430,11330
29-2042,North Carolina,38710,7000
29-2042,North Dakota,38110,810
29-2042,Ohio,38290,4570
29-2042,Oklahoma,31190,1980
29-2042,Oregon,46340,1540
29-2042,Pennsylvania,36870,8000
29-2042,Rhode Island,44670,430
29-2042,South Carolina,37430,4350
29-2042,South Dakota,37990,800
29-2042,Tennessee,36960,3540
29-2042,Texas,35850,12380
29-2042,Utah,37250,1610
29-2042,Vermont,36880,750
29-2042,Virginia,38730,3720
29-2042,Washington,41770,2580
29-2042,West Virginia,30760,1470
29-2042,Wisconsin,40590,4100
29-2042,Wyoming,36000,440
29-2052,Alabama,36190,8340
29-2052,Alaska,48820,860
29-2052,Arizona,45260,11030
29-2052,Arkansas,36240,4550
29-2052,California,49880,41420
29-2052,Colorado,46840,5920
29-2052,Connecticut,39130,4930
29-2052,Delaware,39530,1280
29-2052,District of Columbia,46520,740
29-2052,Florida,38560,37980
29-2052,Georgia,37920,14740
29-2052,Hawaii,44600,1530
29-2052,Idaho,43980,2480
29-2052,Illinois,39940,22950
29-2052,Indiana,38690,10490
29-2052,Iowa,39290,4480
29-2052,Kansas,37960,4260
29-2052,Kentucky,37100,10160
29-2052,Louisiana,37670,5850
29-2052,Maine,37550,2220
29-2052,Maryland,38990,8050
29-2052,Massachusetts,45220,9840
29-2052,Michigan,39210,14190
29-2052,Minnesota,47100,8050
29-2052,Mississippi,37630,3890
29-2052,Missouri,37300,10110
29-2052,Montana,43050,1340
29-2052,Nebraska,38400,2560
29-2052,Nevada,44860,4480
29-2052,New Hampshire,39160,2160
29-2052,New Jersey,38380,11500
29-2052,New Mexico,42010,2660
29-2052,New York,42000,23320
29-2052,North Carolina,38710,15440
29-2052,North Dakota,47540,890
29-2052,Ohio,38290,17370
29-2052,Oklahoma,36330,5250
29-2052,Oregon,48650,4610
29-2052,Pennsylvania,36910,17880
29-2052,Rhode Island,36480,1590
29-2052,South Carolina,37960,7720
29-2052,South Dakota,39480,1140
29-2052,Tennessee,37380,12350
29-2052,Texas,41990,38960
29-2052,Utah,46010,4460
29-2052,Vermont,37830,850
29-2052,Virginia,39800,11540
29-2052,Washington,53070,8890
29-2052,West Virginia,37090,3530
29-2052,Wisconsin,39360,8700
29-2052,Wyoming,44490,720
29-2055,Alabama,45730,2330
29-2055,Alaska,78410,290
29-2055,Arizona,64920,2250
29-2055,Arkansas,49430,1540
29-2055,California,78400,11100
29-2055,Colorado,63430,2320
29-2055,Connecticut,80190,1170
29-2055,Delaware,61090,370
29-2055,District of Columbia,68520,280
29-2055,Florida,56670,8430
29-2055,Georgia,58330,3910
29-2055,Hawaii,67880,320
29-2055,Idaho,61680,650
29-2055,Illinois,59750,3290
29-2055,Indiana,58480,2610
29-2055,Iowa,50990,740
29-2055,Kansas,51020,1250
29-2055,Kentucky,51660,2110
29-2055,Louisiana,50560,1550
29-2055,Maine,58800,540
29-2055,Maryland,62240,2190
