occ_code,state,median_annual,employment
47-2073,Florida,47260,27540
47-2073,Georgia,44870,13060
47-2073,Hawaii,91100,1700
47-2073,Idaho,55600,3990
47-2073,Illinois,89720,11780
47-2073,Indiana,63960,11500
47-2073,Iowa,58920,6190
47-2073,Kansas,47760,7280
47-2073,Kentucky,54610,6530
47-2073,Louisiana,48910,6840
47-2073,Maine,51020,1960
47-2073,Maryland,60000,6210
47-2073,Massachusetts,68640,9430
47-2073,Michigan,59510,9970
47-2073,Minnesota,76350,7020
47-2073,Mississippi,43260,4320
47-2073,Missouri,61990,9200
47-2073,Montana,58550,3670
47-2073,Nebraska,50880,3320
47-2073,Nevada,68050,6040
47-2073,New Hampshire,62400,1820
47-2073,New Jersey,81580,6960
47-2073,New Mexico,47420,4900
47-2073,New York,73660,14850
47-2073,North Carolina,47460,15510
47-2073,North Dakota,62020,3880
47-2073,Ohio,60390,14910
47-2073,Oklahoma,46230,7080
47-2073,Oregon,63290,4660
47-2073,Pennsylvania,55780,21210
47-2073,Rhode Island,76420,780
47-2073,South Carolina,46380,8360
47-2073,South Dakota,52510,1840
47-2073,Tennessee,47270,9140
47-2073,Texas,47380,49120
47-2073,Utah,57790,6650
47-2073,Vermont,53280,1100
47-2073,Virginia,48890,11510
47-2073,Washington,77230,8080
47-2073,West Virginia,47320,6810
47-2073,Wisconsin,66310,9770
47-2073,Wyoming,61780,4020
47-2111,Alabama,51500,10250
47-2111,Alaska,82160,1620
47-2111,Arizona,60440,17640
47-2111,Arkansas,48480,7650
47-2111,California,77470,72880
47-2111,Colorado,60850,16110
47-2111,Connecticut,71500,7230
47-2111,Delaware,60990,2420
47-2111,District of Columbia,79520,1860
47-2111,Florida,50120,46690
47-2111,Georgia,55300,21010
47-2111,Hawaii,92750,3300
47-2111,Idaho,49310,5050
47-2111,Illinois,95090,21890
47-2111,Indiana,68070,15650
47-2111,Iowa,63670,7450
47-2111,Kansas,59880,5820
47-2111,Kentucky,57140,9620
47-2111,Louisiana,59260,11100
47-2111,Maine,61970,3380
47-2111,Maryland,63030,12930
47-2111,Massachusetts,81170,19140
47-2111,Michigan,62980,24240
47-2111,Minnesota,78050,11280
47-2111,Mississippi,58580,5040
47-2111,Missouri,62640,12390
47-2111,Montana,64590,2890
47-2111,Nebraska,59660,6160
47-2111,Nevada,60460,8370
47-2111,New Hampshire,61270,3450
47-2111,New Jersey,68250,14350
47-2111,New Mexico,56000,5060
47-2111,New York,77430,40670
47-2111,North Carolina,50950,21900
47-2111,North Dakota,76120,3180
47-2111,Ohio,63370,24430
47-2111,Oklahoma,57750,7220
47-2111,Oregon,88770,9260
47-2111,Pennsylvania,65700,20770
47-2111,Rhode Island,66240,2350
47-2111,South Carolina,51950,7320
47-2111,South Dakota,57750,2650
47-2111,Tennessee,55380,17200
47-2111,Texas,55890,70580
47-2111,Utah,59890,11350
47-2111,Vermont,56830,1240
47-2111,Virginia,60320,22150
47-2111,Washington,82020,18820
47-2111,West Virginia,63100,3560
47-2111,Wisconsin,74660,11630
47-2111,Wyoming,64440,2370
47-2141,Alabama,42930,1800
47-2141,Alaska,69220,360
47-2141,Arizona,46970,6130
47-2141,Arkansas,38150,780
47-2141,California,57590,34080
47-2141,Colorado,47770,3440
47-2141,Connecticut,50900,1810
47-2141,Delaware,47600,510
47-2141,District of Columbia,53630,490
47-2141,Florida,39380,19930
47-2141,Georgia,44850,3350
47-2141,Hawaii,65330,1770
47-2141,Idaho,45550,2120
47-2141,Illinois,60980,7880
47-2141,Indiana,47930,3260
47-2141,Iowa,47520,1280
47-2141,Kansas,45100,1530
47-2141,Kentucky,42690,1400
47-2141,Louisiana,42610,4150
47-2141,Maine,50130,1710
47-2141,Maryland,45500,3240
47-2141,Massachusetts,50670,3890
47-2141,Michigan,46860,4690
47-2141,Minnesota,58310,3290
47-2141,Mississippi,38290,1010
47-2141,Missouri,58810,4280
47-2141,Montana,46310,1110
47-2141,Nebraska,38460,1730
47-2141,Nevada,48220,3920
47-2141,New Hampshire,46970,810
47-2141,New Jersey,57450,4220
47-2141,New Mexico,43150,1230
47-2141,New York,53640,14820
47-2141,North Carolina,38230,4460
47-2141,North Dakota,45270,440
47-2141,Ohio,50650,6350
47-2141,Oklahoma,42650,1890
47-2141,Oregon,48090,4560
47-2141,Pennsylvania,48980,6200
47-2141,Rhode Island,48060,1010
47-2141,South Carolina,41260,1880
47-2141,South Dakota,45980,650
47-2141,Tennessee,39090,3270
47-2141,Texas,44110,16110
47-2141,Utah,40810,3750
47-2141,Vermont,49830,600
47-2141,Virginia,45700,5170
47-2141,Washington,51170,9230
47-2141,West Virginia,42910,670
47-2141,Wisconsin,48360,3250
47-2141,Wyoming,47550,400
47-2152,Alabama,50680,7250
47-2152,Alaska,81670,960
47-2152,Arizona,56880,9640
47-2152,Arkansas,47460,3520
47-2152,California,62990,42480
47-2152,Colorado,61880,9340
47-2152,Connecticut,64560,4310
47-2152,Delaware,63000,1190
47-2152,District of Columbia,84470,630
47-2152,Florida,49280,28750
47-2152,Georgia,57550,7520
47-2152,Hawaii,74090,2680
47-2152,Idaho,61190,3360
47-2152,Illinois,94500,16940
47-2152,Indiana,64900,11040
47-2152,Iowa,62080,6640
47-2152,Kansas,59470,4360
47-2152,Kentucky,60550,5760
47-2152,Louisiana,62540,7180
47-2152,Maine,61580,2410
47-2152,Maryland,62020,10880
47-2152,Massachusetts,91380,15710
47-2152,Michigan,72690,12860
47-2152,Minnesota,79930,10100
47-2152,Mississippi,54020,3060
47-2152,Missouri,63420,7680
47-2152,Montana,77520,1820
47-2152,Nebraska,60820,3460
47-2152,Nevada,60580,5170
47-2152,New Hampshire,61650,2410
47-2152,New Jersey,78450,9560
47-2152,New Mexico,50920,2890
47-2152,New York,78210,24440
47-2152,North Carolina,50420,15120
47-2152,North Dakota,62280,1560
47-2152,Ohio,65040,12780
47-2152,Oklahoma,54660,6110
47-2152,Oregon,82840,4830
47-2152,Pennsylvania,63160,13540
47-2152,Rhode Island,75580,2100
47-2152,South Carolina,50640,4010
47-2152,South Dakota,51990,1420
47-2152,Tennessee,50920,8920
47-2152,Texas,57250,41890
47-2152,Utah,59410,5790
47-2152,Vermont,59460,980
47-2152,Virginia,57710,10930
47-2152,Washington,76170,10860
47-2152,West Virginia,50270,1350
47-2152,Wisconsin,76660,6860
47-2152,Wyoming,57070,1120
49-3023,Alabama,45380,9320
49-3023,Alaska,60810,1590
49-3023,Arizona,48370,16610
49-3023,Arkansas,40290,5660
49-3023,California,61610,55730
49-3023,Colorado,50940,12440
49-3023,Connecticut,49220,6770
49-3023,Delaware,51430,1820
49-3023,District of Columbia,62940,340
49-3023,Florida,45790,46210
49-3023,Georgia,46360,23970
49-3023,Hawaii,49700,2750
49-3023,Idaho,46020,4760
49-3023,Illinois,48530,28030
49-3023,Indiana,46800,14990
49-3023,Iowa,46700,7900
49-3023,Kansas,46100,5660
49-3023,Kentucky,38080,10590
49-3023,Louisiana,45410,8400
49-3023,Maine,48090,3220
49-3023,Maryland,55190,14340
49-3023,Massachusetts,49610,13920
49-3023,Michigan,47880,19530
49-3023,Minnesota,49290,12120
49-3023,Mississippi,36900,6390
49-3023,Missouri,45450,17250
49-3023,Montana,48790,2580
49-3023,Nebraska,47590,4340
49-3023,Nevada,46490,6650
49-3023,New Hampshire,50000,3930
49-3023,New Jersey,53280,14880
49-3023,New Mexico,44030,5410
49-3023,New York,47860,31760
49-3023,North Carolina,46560,24300
49-3023,North Dakota,48520,2150
49-3023,Ohio,44460,22510
49-3023,Oklahoma,42070,9180
49-3023,Oregon,48840,6910
49-3023,Pennsylvania,47900,29100
49-3023,Rhode Island,46960,2480
49-3023,South Carolina,44210,14170
49-3023,South Dakota,46520,2250
49-3023,Tennessee,46170,16430
49-3023,Texas,46800,67680
49-3023,Utah,47010,8200
49-3023,Vermont,47100,1570
49-3023,Virginia,48830,19120
49-3023,Washington,57550,12390
49-3023,West Virginia,37150,4010
49-3023,Wisconsin,49040,12750
49-3023,Wyoming,46440,1500
49-3031,Alabama,49080,5140
49-3031,Alaska,65180,600
49-3031,Arizona,57140,4230
49-3031,Arkansas,48930,4500
49-3031,California,68970,26370
49-3031,Colorado,63850,4080
49-3031,Connecticut,64460,2800
49-3031,Delaware,60140,680
49-3031,Florida,55690,11710
49-3031,Georgia,56530,9130
49-3031,Hawaii,66520,770
49-3031,Idaho,57710,1680
49-3031,Illinois,62550,9100
49-3031,Indiana,58230,9890
49-3031,Iowa,52220,4360
49-3031,Kansas,55710,3180
49-3031,Kentucky,48550,4540
49-3031,Louisiana,52300,2590
49-3031,Maine,54550,1500
49-3031,Maryland,64440,3720
49-3031,Massachusetts,65220,3750
49-3031,Michigan,55630,8610
49-3031,Minnesota,61740,6360
49-3031,Mississippi,47340,2960
49-3031,Missouri,55180,7110
49-3031,Montana,53210,1090
49-3031,Nebraska,50960,3050
49-3031,Nevada,60890,1790
49-3031,New Hampshire,62060,900
49-3031,New Jersey,63820,8800
49-3031,New Mexico,49020,1490
49-3031,New York,72080,17920
49-3031,North Carolina,52590,9920
49-3031,North Dakota,63060,1320
49-3031,Ohio,55550,13610
49-3031,Oklahoma,49810,3490
49-3031,Oregon,61000,4250
49-3031,Pennsylvania,56140,12230
49-3031,Rhode Island,59820,440
49-3031,South Carolina,49570,3230
49-3031,South Dakota,59290,1270
49-3031,Tennessee,56060,6370
49-3031,Texas,56780,28410
49-3031,Utah,58930,2940
49-3031,Vermont,56580,380
49-3031,Virginia,55970,7510
49-3031,Washington,66560,6590
49-3031,West Virginia,46520,1400
49-3031,Wisconsin,59420,6250
49-3031,Wyoming,55150,940
49-9021,Alabama,47050,6900
49-9021,Alaska,75380,610
49-9021,Arizona,49620,10980
49-9021,Arkansas,47620,3830
49-9021,California,62230,35630
49-9021,Colorado,61310,7410
49-9021,Connecticut,64790,4720
49-9021,Delaware,60550,1990
49-9021,District of Columbia,78750,340
49-9021,Florida,49210,37370
49-9021,Georgia,50630,11520
49-9021,Hawaii,67660,810
49-9021,Idaho,47500,3280
49-9021,Illinois,64920,10380
49-9021,Indiana,59360,8550
49-9021,Iowa,59010,3840
49-9021,Kansas,51730,3690
49-9021,Kentucky,50540,6500
49-9021,Louisiana,53660,4830
49-9021,Maine,57160,2080
49-9021,Maryland,62590,6700
49-9021,Massachusetts,73700,7410
49-9021,Michigan,51070,10580
49-9021,Minnesota,65810,4600
49-9021,Mississippi,45950,2890
49-9021,Missouri,57860,8840
49-9021,Montana,51900,1340
49-9021,Nebraska,55270,3440
49-9021,Nevada,58640,4560
49-9021,New Hampshire,61190,1990
49-9021,New Jersey,61940,10360
49-9021,New Mexico,46250,1770
49-9021,New York,64360,22700
49-9021,North Carolina,50610,13320
49-9021,North Dakota,63030,940
49-9021,Ohio,56960,14450
49-9021,Oklahoma,48780,5680
49-9021,Oregon,61840,3960
49-9021,Pennsylvania,58240,18980
49-9021,Rhode Island,62260,1180
49-9021,South Carolina,49930,6360
49-9021,South Dakota,54500,1120
49-9021,Tennessee,48050,9880
49-9021,Texas,50190,31910
49-9021,Utah,49850,5620
49-9021,Vermont,56820,1160
49-9021,Virginia,58110,13540
49-9021,Washington,64830,8140
49-9021,West Virginia,46080,1940
49-9021,Wisconsin,59520,6190
49-9021,Wyoming,52910,650
49-9071,Alabama,38130,16060
49-9071,Alaska,52430,4170
49-9071,Arizona,45810,34390
49-9071,Arkansas,37720,12360
49-9071,California,50920,132580
49-9071,Colorado,48770,22630
49-9071,Connecticut,48510,12850
49-9071,Delaware,47090,3500
49-9071,District of Columbia,51690,4600
49-9071,Florida,39800,102700
49-9071,Georgia,44550,47330
49-9071,Hawaii,56520,7030
49-9071,Idaho,44250,7870
49-9071,Illinois,50010,66830
49-9071,Indiana,47650,35270
49-9071,Iowa,47950,14730
49-9071,Kansas,43410,13630
49-9071,Kentucky,45200,20790
49-9071,Louisiana,39090,22380
49-9071,Maine,45320,5040
49-9071,Maryland,48650,20850
49-9071,Massachusetts,52950,27980
49-9071,Michigan,45170,37960
49-9071,Minnesota,51420,29000
49-9071,Mississippi,37740,13090
49-9071,Missouri,45970,32750
49-9071,Montana,42000,5230
49-9071,Nebraska,46760,9510
49-9071,Nevada,47870,16310
49-9071,New Hampshire,47680,5580
49-9071,New Jersey,48390,34890
49-9071,New Mexico,38420,9280
49-9071,New York,51640,132590
49-9071,North Carolina,45170,46210
49-9071,North Dakota,46800,3900
49-9071,Ohio,47820,63240
49-9071,Oklahoma,37890,19260
49-9071,Oregon,47360,16450
49-9071,Pennsylvania,47190,60440
49-9071,Rhode Island,50280,4900
49-9071,South Carolina,44370,28300
49-9071,South Dakota,44460,3300
49-9071,Tennessee,44470,35220
49-9071,Texas,39340,136890
49-9071,Utah,47000,14770
49-9071,Vermont,48880,2180
49-9071,Virginia,46570,33140
49-9071,Washington,53280,31620
49-9071,West Virginia,37380,8890
49-9071,Wisconsin,47920,28660
49-9071,Wyoming,44390,3990
51-3011,Alabama,29360,1940
51-3011,Alaska,30410,630
51-3011,Arizona,35860,4300
51-3011,Arkansas,26090,1520
51-3011,California,37700,22490
51-3011,Colorado,38780,3810
51-3011,Connecticut,37180,2170
51-3011,Delaware,32410,260
51-3011,District of Columbia,36960,490
51-3011,Florida,31760,16460
51-3011,Georgia,31200,6880
51-3011,Hawaii,37090,1000
51-3011,Idaho,31920,1330
51-3011,Illinois,34780,11570
51-3011,Indiana,35730,3970
51-3011,Iowa,32800,2580
51-3011,Kansas,30800,1300
51-3011,Kentucky,33350,1780
51-3011,Louisiana,29220,1740
51-3011,Maine,35140,1360
51-3011,Maryland,37020,2140
51-3011,Massachusetts,38090,4900
51-3011,Michigan,32680,7470
51-3011,Minnesota,37530,2930
51-3011,Mississippi,31090,1100
51-3011,Missouri,31030,4070
51-3011,Montana,35140,1100
51-3011,Nebraska,30390,1690
51-3011,Nevada,36710,2120
51-3011,New Hampshire,35720,610
51-3011,New Jersey,36130,8550
51-3011,New Mexico,30330,1190
51-3011,New York,37120,14510
51-3011,North Carolina,28220,8660
51-3011,North Dakota,35770,790
51-3011,Ohio,30880,8700
51-3011,Oklahoma,29190,2030
51-3011,Oregon,36040,3930
51-3011,Pennsylvania,33350,9590
51-3011,Rhode Island,31250,1370
51-3011,South Carolina,32800,3210
51-3011,South Dakota,34800,330
51-3011,Tennessee,31200,4140
51-3011,Texas,29590,18650
51-3011,Utah,31130,3570
51-3011,Vermont,36670,750
51-3011,Virginia,32730,4830
51-3011,Washington,40260,4900
51-3011,West Virginia,32240,790
51-3011,Wisconsin,34690,3490
51-3011,Wyoming,27840,510
51-4121,Alabama,46110,11740
51-4121,Alaska,77100,510
51-4121,Arizona,48330,6280
51-4121,Arkansas,44970,6190
51-4121,California,56100,28300
51-4121,Colorado,54560,4960
51-4121,Connecticut,59580,2370
51-4121,Delaware,54660,730
51-4121,District of Columbia,65020,280
51-4121,Florida,47680,15120
51-4121,Georgia,45930,14980
51-4121,Hawaii,76540,550
51-4121,Idaho,46340,3660
51-4121,Illinois,47080,17280
51-4121,Indiana,47510,13190
51-4121,Iowa,48520,8490
51-4121,Kansas,48150,6490
51-4121,Kentucky,46240,6650
51-4121,Louisiana,56360,12360
51-4121,Maine,53280,1870
51-4121,Maryland,55120,2910
51-4121,Massachusetts,59330,3770
51-4121,Michigan,46410,13990
51-4121,Minnesota,55370,9670
51-4121,Mississippi,49920,5970
51-4121,Missouri,47260,10890
51-4121,Montana,47220,1540
51-4121,Nebraska,48500,3810
51-4121,Nevada,53240,1960
51-4121,New Hampshire,55130,1140
51-4121,New Jersey,57300,3690
51-4121,New Mexico,48990,1930
51-4121,New York,55470,8160
51-4121,North Carolina,48620,12240
51-4121,North Dakota,58900,2430
51-4121,Ohio,47700,19750
51-4121,Oklahoma,47180,9500
51-4121,Oregon,54980,5500
51-4121,Pennsylvania,49400,16580
51-4121,Rhode Island,58980,2000
51-4121,South Carolina,46900,8970
51-4121,South Dakota,46300,3510
51-4121,Tennessee,44960,13270
51-4121,Texas,48500,52820
51-4121,Utah,51030,3850
51-4121,Vermont,50960,290
51-4121,Virginia,53970,10460
51-4121,Washington,60350,7650
51-4121,West Virginia,46190,2080
51-4121,Wisconsin,50600,17440
51-4121,Wyoming,62510,1940
53-3032,Alabama,49090,37370
53-3032,Alaska,63140,2920
53-3032,Arizona,49610,37210
53-3032,Arkansas,47140,34460
53-3032,California,58030,204190
53-3032,Colorado,57910,27500
53-3032,Connecticut,57070,16920
53-3032,Delaware,54900,6360
53-3032,District of Columbia,61470,660
53-3032,Florida,49030,101920
53-3032,Georgia,53850,74640
53-3032,Hawaii,57210,3720
53-3032,Idaho,50750,14720
53-3032,Illinois,58450,85670
53-3032,Indiana,57480,56960
53-3032,Iowa,50810,37530
53-3032,Kansas,53250,23700
53-3032,Kentucky,50740,28630
53-3032,Louisiana,47100,24450
53-3032,Maine,48860,10290
53-3032,Maryland,56040,23850
53-3032,Massachusetts,58960,32890
53-3032,Michigan,50680,60510
53-3032,Minnesota,59430,39390
53-3032,Mississippi,48430,25830
53-3032,Missouri,49530,48810
53-3032,Montana,56610,6740
53-3032,Nebraska,55320,24720
53-3032,Nevada,57720,16580
53-3032,New Hampshire,56820,7210
53-3032,New Jersey,62490,52580
53-3032,New Mexico,46830,11380
53-3032,New York,58430,61460
53-3032,North Carolina,49090,65330
53-3032,North Dakota,59190,11170
53-3032,Ohio,53700,89560
53-3032,Oklahoma,48820,26590
53-3032,Oregon,59510,24240
53-3032,Pennsylvania,55840,89920
53-3032,Rhode Island,58700,3370
53-3032,South Carolina,50130,34560
53-3032,South Dakota,54900,5770
53-3032,Tennessee,51600,61080
53-3032,Texas,50170,212770
53-3032,Utah,57820,22530
53-3032,Vermont,49820,3430
53-3032,Virginia,50380,47160
53-3032,Washington,61190,36260
53-3032,West Virginia,46850,10460
53-3032,Wisconsin,55680,52200
53-3032,Wyoming,56560,6250
53-3033,Alabama,37030,15360
53-3033,Alaska,52000,1290
53-3033,Arizona,45700,19130
53-3033,Arkansas,36190,9320
53-3033,California,43850,119100
53-3033,Colorado,45690,15540
53-3033,Connecticut,40200,11280
53-3033,Delaware,39170,3700
53-3033,District of Columbia,47550,970
53-3033,Florida,38840,72460
53-3033,Georgia,40270,30420
53-3033,Hawaii,43050,3570
53-3033,Idaho,44780,7070
53-3033,Illinois,46670,43540
53-3033,Indiana,40810,23740
53-3033,Iowa,40710,8080
53-3033,Kansas,40160,9580
53-3033,Kentucky,42350,16320
53-3033,Louisiana,35930,14640
53-3033,Maine,39490,4290
53-3033,Maryland,46210,19950
53-3033,Massachusetts,44810,19410
53-3033,Michigan,38980,29400
53-3033,Minnesota,46510,17290
53-3033,Mississippi,36980,6400
53-3033,Missouri,42480,16340
53-3033,Montana,44370,3530
53-3033,Nebraska,42690,4160
53-3033,Nevada,39780,8960
53-3033,New Hampshire,43620,5110
53-3033,New Jersey,44940,31150
53-3033,New Mexico,39880,5090
53-3033,New York,43570,56080
53-3033,North Carolina,37430,39920
53-3033,North Dakota,47010,2510
53-3033,Ohio,38950,36370
53-3033,Oklahoma,36320,9250
53-3033,Oregon,44410,12660
53-3033,Pennsylvania,39360,42570
53-3033,Rhode Island,42600,3720
53-3033,South Carolina,37370,13500
53-3033,South Dakota,40480,4150
53-3033,Tennessee,40580,30400
53-3033,Texas,40340,72720
53-3033,Utah,41770,9900
53-3033,Vermont,42430,2250
53-3033,Virginia,40830,23540
53-3033,Washington,46850,22110
53-3033,West Virginia,33840,4150
53-3033,Wisconsin,44980,20350
53-3033,Wyoming,37580,1610
53-7062,Alabama,34620,39750
53-7062,Alaska,43860,3600
53-7062,Arizona,38210,69940
53-7062,Arkansas,34760,25590
53-7062,California,40550,388220
53-7062,Colorado,42360,29400
53-7062,Connecticut,37630,26200
53-7062,Delaware,37920,5290
53-7062,District of Columbia,44410,1100
53-7062,Florida,35470,140850
53-7062,Georgia,35930,139660
53-7062,Hawaii,40250,9180
53-7062,Idaho,37150,17640
53-7062,Illinois,37500,174350
53-7062,Indiana,37940,99990
53-7062,Iowa,40550,31460
53-7062,Kansas,38560,22920
53-7062,Kentucky,39210,61050
53-7062,Louisiana,31990,45040
53-7062,Maine,37350,5280
53-7062,Maryland,38520,44640
53-7062,Massachusetts,42780,37620
53-7062,Michigan,37720,69070
53-7062,Minnesota,44290,54740
53-7062,Mississippi,33940,29690
53-7062,Missouri,36740,48070
53-7062,Montana,37480,4350
53-7062,Nebraska,38810,15640
53-7062,Nevada,37330,46050
53-7062,New Hampshire,38490,6720
53-7062,New Jersey,37470,108090
53-7062,New Mexico,34870,10110
53-7062,New York,39440,97600
53-7062,North Carolina,34730,121740
53-7062,North Dakota,41820,10390
53-7062,Ohio,37600,114010
53-7062,Oklahoma,34590,39430
53-7062,Oregon,40560,30240
53-7062,Pennsylvania,39190,150470
53-7062,Rhode Island,37760,7640
53-7062,South Carolina,36290,54000
53-7062,South Dakota,35510,3880
53-7062,Tennessee,36410,113380
53-7062,Texas,36320,232530
53-7062,Utah,38360,29010
53-7062,Vermont,38220,2840
53-7062,Virginia,37750,53420
53-7062,Washington,42940,52270
53-7062,West Virginia,33950,10310
53-7062,Wisconsin,39440,70990
53-7062,Wyoming,36780,2820
